filename,categories,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
0667.wav,Sad,0.3749092380779861,0.02663864567875862,2444.296505439816,2407.8133937438183,4706.1533203125,0.13915364583333334,-332.234469280734,92.56929497792014,-9.64242210687353,1.3607050148280473,1.6970875422601113,-12.961133527682616,-9.628052622739752,-12.385316783527943,-4.35114094241932,-11.838827842451945,-11.363124685364836,-8.488037398709071,-9.947226944199752,-1.7377952636443876,-12.285108005301673,-2.8535810339923664,-8.637853220934748,-2.4192241201439657,-8.3666378285398,0.6397753105658571
0668.wav,Sad,0.3044328033240052,0.01198958046734333,1948.1900989847857,2226.6140592722422,4031.881175321691,0.08809646905637254,-405.5017875723583,105.35585721604461,-5.22201056953928,11.844791994735738,-9.176061267059778,-1.64515636241152,-2.3921254196646404,-9.62068288012429,-9.897332822272839,-15.117018261497343,-9.555420894319452,-9.13523857359616,-9.580038143510759,0.06329977402283911,-5.2875300910056,-2.01798544276113,-8.729994785292538,-7.319972295744476,-10.126023944121506,-5.5152742699418775
0677.wav,Sad,0.41074147860792043,0.018415316939353943,1503.3522968583338,1968.8480322349164,2837.8791360294117,0.06040326286764706,-399.96945851851376,118.8772529249376,13.696177271798838,30.49427083613323,13.131096925365048,9.69034192999558,8.143618868570226,3.8890171745262574,5.4865247041488265,3.8735815339316892,0.42219853374593214,2.0968090565573867,-1.4139384963422714,4.514128944007908,-4.710532779718528,0.3474946527101466,-4.2319200998082565,-1.03876442932565,-4.00069150283434,-0.4453093270719687
0055.wav,Sad,0.4257322740091566,0.004477820359170437,2178.9132510440895,2249.4495218008933,4472.692688899254,0.1058525730721393,-478.74287041199074,98.70428838522925,0.1068095609944779,35.88210087303855,-13.137362129175251,1.50783771332511,-6.739035285185534,-1.3221700637498823,-5.137279138573298,-2.9028040227036076,-5.928000747871618,1.813078256415917,-14.9496584683963,8.592121736466641,-8.435131786393248,4.351611328220502,-3.3052232130063968,4.476527362031755,1.7693951015107225,-2.7340065579925095
0679.wav,Sad,0.4467857766718416,0.017945708706974983,1398.7569828837845,1945.649069426816,2820.1549899193546,0.04471711189516129,-417.80504565670253,122.9342182911287,2.3612934255512656,26.06088964439086,22.892765044544372,12.248890880250283,8.232952660244626,6.676563413381696,4.669014450779706,6.616607810993663,5.180627805911745,3.5032139804095173,0.573510300045348,6.833642217903669,-2.7731059616576426,3.1493150999942263,-3.3354584319571456,-1.1605109648204102,-1.8941079404710013,-0.6979768267041072
0671.wav,Sad,0.5388878577489941,0.008178147487342358,2348.6121464027983,2479.482078145811,5001.207127592489,0.10446810187780269,-456.49078613449734,89.73155308560912,9.67880898174318,21.17679354511428,5.41340977709888,8.878597268309736,4.6608684872203145,8.274077262280112,4.324829061285418,7.6621439512753895,-2.129222683197934,0.8154029742709215,-1.5558077801718608,2.6125632763864273,-6.071965277142069,-0.06747974323363598,-2.9999812586832504,2.2905790943565383,-3.346994741136859,0.12393293667721703
0669.wav,Sad,0.3092362417948687,0.006961093749850988,2006.3258024188735,2280.191838928047,4150.714901194853,0.08947610294117647,-419.2770957692119,109.54259561853691,0.5163932213166956,-2.8678725660471804,-19.461989497894002,0.4350069856788799,-11.032787847544128,-6.83758059903784,-5.800376866809759,-10.778035482820847,-21.43053881162485,-4.867235221834166,0.9516173783625534,3.4798314821688296,-11.575596733508522,-14.720804628287867,-8.31580632914703,2.9205866959434275,-6.156635790271945,-2.2063803081763416
0680.wav,Sad,0.6610882460093039,0.006356998812407255,1290.4148490794094,2117.9249924231844,2314.3185637718025,0.030364280523255814,-499.7401933368541,126.69453688047281,20.064845594585783,8.207641543189455,12.300125495831821,22.107801954798525,9.736376538296854,9.831561342254977,7.448219299047482,11.27908527657637,1.840933146424681,6.93660479438913,4.090101595670678,7.9029073249129045,2.1253030078812705,4.580829564894324,0.39600836652496046,4.580480831027307,0.11571737245242913,4.620967870809891
0058.wav,Sad,0.3825373714428173,0.0074724131263792515,2391.5397936324903,2135.802754266655,4575.039660789279,0.1323936975049407,-417.09859000145565,89.21182716809747,-18.39104580730429,30.65941212661886,-11.491774884057945,9.018468386053792,-8.019765350015971,-9.427409805635804,-5.907774581313207,-5.738633863329717,-5.791011513390337,10.101193194896739,-12.719970998001864,7.970501588812809,0.09100148274797173,7.26865446974988,-5.501492703035818,1.9824935008020885,-2.203702187712965,1.0875879722628476
0681.wav,Sad,0.3956235631294848,0.02447688579559326,2495.6583573687344,2450.0589762444542,4953.247589760638,0.12205299756205673,-276.36888237296887,83.92178624405007,-6.455116866484185,23.139768402296546,8.281018228651199,4.384605468674635,-5.173580672377166,0.7972572409590165,-4.842522150124396,-0.20136062876567762,-6.295072053883932,0.2644146151270163,-2.200451060605532,2.0304675271535437,-5.060475680801444,0.12718309387490115,-1.8796101743488802,-0.06600653853934607,-7.229893920963871,-0.7349208558369441
0674.wav,Sad,0.6559821872919235,0.002012765733525157,2786.807288781829,2894.1408177613803,6399.324035644531,0.1102939181857639,-477.78412227779415,73.3269733834873,8.11927839515127,25.326041080165894,11.45529117167713,16.225426543561852,8.677359774368647,8.869058463151115,-1.0928014937656487,5.2162330383513345,1.1772144793009873,6.612922818538029,-1.8435641126082096,2.348581530016986,-2.8852012195297387,1.5566196895581355,-3.0371545876344364,2.205315374897353,-1.8907002150224943,1.669368097680665
0678.wav,Sad,0.6463315942187337,0.014780580066144466,1876.3763657144348,2106.314805606816,3823.7386067708335,0.08777910397376543,-282.6716998779535,115.64896824841126,-22.498794327570117,22.33969962557647,-0.6169347989930014,11.477623313343829,-0.6441092895722498,12.050974610811826,-0.7017985072401842,3.2715610351235673,-2.9559827011215525,2.7267504745628015,-5.740532338833699,4.58023335640377,-3.833907510831802,3.07237646503883,-5.451331759027822,0.032109148151986254,-5.064360613654225,-2.0652254991537724
0682.wav,Sad,0.41936617662126513,0.021465865895152092,2512.9294915414534,2532.0834516490568,5058.646334134615,0.12326597556089744,-311.49895068570174,91.59872460254472,1.3959531104442242,11.035446651880317,6.604013976791214,4.134602599936482,-3.934435111044222,7.297316416999371,-0.36148779518835905,1.033836568984681,-5.504726541564819,2.451683595685455,-1.1801252299472191,5.725652024287883,-5.693061166593149,-0.045196068984826934,-4.4414471932113315,-0.2462639457891994,-8.75770271450561,-0.36311766384880567
0683.wav,Sad,0.6814723070873719,0.0020553739741444588,2899.459679391151,2710.72553699554,6115.142578125,0.1593359375,-458.3307705459473,70.55802068265355,-5.012703700121726,23.82739987572746,2.421201213938939,12.162772586823243,1.7280818314917588,3.366710363168603,-1.1736239023917876,6.608289392190058,-0.6938216397688094,2.335261302420912,-3.3760219773291817,4.065863594238261,-2.9261844882778734,2.0867313112481565,-2.7793996068703173,0.5671127051242134,-3.418874234205151,1.0780445620450936
0693.wav,Sad,0.24735993760707567,0.014001671224832535,1186.3118589502267,1488.4489274494479,2018.16357421875,0.066904296875,-435.69859158947423,161.75945077286718,0.01580134728198497,14.698385827463898,8.964397277424146,1.3966213355180102,2.405493137624432,-4.990551489153016,-3.9079366973762655,-2.9339103577041303,-5.959299389577398,-0.45808384199637087,1.5067785277090668,0.9761603574353891,-1.117601390140142,0.24691491519986422,-3.9640246055662023,-0.4452578778876938,-3.6477096624207466,-2.2406660568630397
0688.wav,Sad,0.5099153467028849,0.013852913863956928,2363.9080524362553,2217.6430301732144,4598.630859375,0.13345052083333334,-353.6334179408362,102.5222437018245,-11.477783211246814,13.863991464190336,3.44592148880361,3.969906978167265,-6.362331574965091,6.951596377539599,-9.012245245443417,8.727942284768059,-6.641660061634669,-1.2767393988374904,3.3854939714460843,-5.280467511194805,-5.838982667581251,11.094228779485814,-12.652436432138204,-0.25602174144584844,-1.7500900847314005,-6.566856104924406
0694.wav,Sad,0.3186818297838037,0.011451350525021553,1768.8513012083097,2133.818161440788,3368.841108107409,0.0763723613410596,-378.74887440849255,120.24475194733441,-6.980162104027496,10.690398160845225,5.122691031113077,6.276479259686695,3.3864872365428114,-1.110604441880095,-3.36291232899102,1.7634320867758524,-5.810551200835546,-2.05772838036852,-4.869489573706895,1.399565622017961,-3.9247551103164726,3.7365184974158203,-1.4419304581386139,0.05513684263049193,-8.695818659425932,-2.02274847354437
0685.wav,Sad,0.49432628410744195,0.011578657664358616,2542.0306205153815,2417.9981637719306,4891.165865384615,0.14526158520299146,-389.0143668719802,84.13469714658082,-7.76224724964268,20.38777626362921,1.068021675996068,-0.04706352206061504,-3.575609321926731,-1.5025634617505474,-4.593547511522963,1.088039854231638,-5.548698814582706,1.509695716278499,-5.00667305270251,1.0900560292073311,-4.588054047076226,2.118621595745295,-6.2727025337823346,-4.183866340120929,-6.043367627398954,-1.8260322728710103
0684.wav,Sad,0.5181251099898633,0.01279384084045887,2408.4169421157703,2400.356555467461,4794.12841796875,0.12435347945601852,-380.464255209908,88.9006782010474,3.879723499560353,26.308640297627154,8.939686034667865,6.892221135498681,-4.994998683101444,0.5171961853244039,0.47504430867757513,0.8419844179881104,-11.667191193730593,0.9330924890706013,-3.8148006131816374,1.1001879867845934,-1.7085281996614858,2.9445984177705107,-4.872578257664778,0.4387604941640227,-6.864431678140647,-0.36720179212666193
0689.wav,Sad,0.47119165110746986,0.015583024360239506,2545.5580529212784,2463.4735674394074,5141.650390625,0.13158825860507245,-428.588194356451,71.76419519499474,-9.422947650943062,8.971861225984533,-2.969870184572805,1.6953051863491644,-0.4729779949692067,-2.296114324655863,-4.812517331511679,-8.341014352961885,-6.295787471787142,0.5872274383911239,-7.730629339245607,1.3373650979170144,-4.052558443766816,-2.2842148124628365,1.7183270976897407,5.168830472507106,3.7084470013175386,6.509085994969995
